Period,Specialty,Procedure,Provider,Zone,Facility,Year,Quarter,Consult_Median,Consult_90th,Surgery_Median,Surgery_90th
3month_rolling,,Tubal Ligation,,Total,Provincial,2025,1,,,72,349
12month_rolling,Ophthalmology,Cataract Surgery,"Oosthuizen, Pieter",,,,,33,217,56,138
2024_q1,,Tonsillectomy and/or Adenoidectomy  (Adult),,Total,Provincial,2024,1,71,354,150,389
2023_q4,,Hip Arthroscopy,,Zone 4,Dartmouth General,2023,4,83,239,108,297
2024_q3,,Shoulder Surgery,,Total,Provincial,2024,3,127,394,189,438
12month_rolling,,Oculo Plastic Surgery,,IWK,IWK,2025,1,216,398,57,302
12month_rolling,General Surgery,Hernia Repair  (Adult),"King, Jenelle",,,,,37,98,66,111
2024_q4,,Carpal Tunnel Surgery,,Zone 1,Valley Regional,2024,4,88,277,98,202
12month_rolling,,Bariatric Surgery (for Weight Loss),,Zone 4,Dartmouth General,2025,1,63,135,183,277
12month_rolling,,Hernia Repair - Laparoscopic Inguinal Femoral,,Zone 4,Hants Community Hospital,2025,1,464,681,87,244
2024_q1,,Cardiac Valve Replacement,,Total,Provincial,2024,1,,,13,75
3month_rolling,,Ear Tubes  (Pediatric),,Total,Provincial,2025,1,59,321,63,132
2025_q1,,Endometrial Ablation,,Zone 2,Aberdeen Hospital,2025,1,,,139,266
12month_rolling,Dental,Dental Extractions and Restorations  (Pediatric),"Swinkles, Stephanie",,,,,,,61,149
12month_rolling,Ophthalmology,Strabismus Surgery  (Adult),"Bata, Bashar",,,,,52,343,218,358
3month_rolling,,Breast Reconstruction,,Total,Provincial,2025,1,69,"1,029",96,352
2023_q4,,Surgery for Hearing or Balance Problems of the Ear,,Zone 1,Yarmouth Regional,2023,4,161,432,51,129
2023_q3,,Hernia Repair - Inguinal/Femoral,,Zone 1,Valley Regional,2023,3,53,250,39,161
2025_q1,,Kidney Removal,,Total,Provincial,2025,1,16,64,69,139
2024_q2,,Carpal Tunnel Surgery,,Zone 4,Hants Community Hospital,2024,2,58,414,19,48
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Lapierre, Stephanie",,,,,12,30,20,125
12month_rolling,Plastic Surgery,Aesthetic Surgery,"Williams, Jason G",,,,,399,575,43,153
12month_rolling,Otolaryngology (ENT),Head and Neck Surgery,"Trites, Jonathan R",,,,,26,73,24,113
12month_rolling,Obstetrics/Gynaecology,All,"Oniah, Mojisola",,,,,28,159,38,78
2024_q2,,Tendon / Ligament Repair,,Total,Provincial,2024,2,72,419,65,198
12month_rolling,Otolaryngology (ENT),All,"Chin, Christopher",,,,,33,876,55,98
12month_rolling,General Surgery,Hernia Repair - Incisional,"McGibney, Kieron",,,,,81,93,119,131
2023_q3,,Knee Scope,,Zone 2,Aberdeen Hospital,2023,3,44,175,91,135
2024_q3,,Kidney Removal,,Total,Provincial,2024,3,13,39,54,163
12month_rolling,,Prostate Surgery,,Zone 1,Valley Regional,2025,1,48,196,79,414
12month_rolling,General Surgery,Hernia Repair  (Adult),"Yaffe, Paul",,,,,342,462,107,189
12month_rolling,Orthopaedic,Shoulder Surgery,"Trenholm, J Andrew I",,,,,74,210,247,503
2023_q1,,Hernia Repair - Laparoscopic Inguinal Femoral,,Zone 3,St. Martha's Regional,2023,1,22,53,,
2023_q3,,Knee Replacement,,Zone 1,Valley Regional,2023,3,360,436,438,655
2025_q1,,Hernia Repair - Inguinal/Femoral,,Zone 2,Colchester East Hants Health Centre,2025,1,55,98,127,195
2023_q2,,Knee Scope,,Zone 3,Cape Breton Regional,2023,2,24,49,,
2024_q1,,Breast Reduction Surgery,,Total,Provincial,2024,1,205,"1,699",55,219
2024_q4,,Oculo Plastic Surgery,,Total,Provincial,2024,4,56,398,146,377
2024_q2,,Pancreas Surgery,,Zone 4,QE2,2024,2,12,19,18,31
2023_q3,,Bowel Resection - Laparoscopic,,Total,Provincial,2023,3,22,121,29,83
12month_rolling,,Craniotomy or Craniectomy,,IWK,IWK,2025,1,,,23,102
2023_q3,,Sacral Nerve Stimulation,,Total,Provincial,2023,3,,,93,143
2025_q1,,Hernia Repair  (Adult),,Zone 3,St. Martha's Regional,2025,1,46,117,216,474
12month_rolling,Thoracic Surgery,All,"Plourde, Madelaine M",,,,,37,113,32,128
2024_q4,,Pancreas Surgery,,Zone 4,QE2,2024,4,16,29,30,69
2024_q1,,Bowel Resection - Open,,Zone 4,QE2,2024,1,21,58,49,120
12month_rolling,General Surgery,Pilonidal Cyst Surgery,"Hossain, Farisa",,,,,14,28,107,212
2024_q2,,Pacemaker Insertion,,Zone 2,Aberdeen Hospital,2024,2,,,54,114
2024_q2,,Dental Extractions and Restorations  (Pediatric),,Zone 2,Cumberland Regional,2024,2,28,70,66,169
2023_q2,,Temperomandibular Joint Surgery (TMJ),,Total,Provincial,2023,2,315,818,227,574
2024_q4,,Gallbladder Surgery,,Zone 4,QE2,2024,4,34,158,61,199
2023_q3,,Kidney Removal,,Zone 4,QE2,2023,3,17,45,67,117
12month_rolling,General Surgery,Hernia Repair  (Adult),"Gala Lopez, Boris",,,,,90,150,86,191
2023_q1,,Hysteroscopy,,Zone 4,Dartmouth General,2023,1,36,154,59,122
2025_q1,,Orthopaedic Trauma,,Zone 4,QE2,2025,1,,,32,145
2023_q2,,Back Surgery  (Adult),,Zone 4,QE2,2023,2,69,414,122,284
12month_rolling,Obstetrics/Gynaecology,Removal of Ovaries and/or Fallopian Tubes  (Cancer Suspected or Proven),"Joice, Shannon",,,,,104,332,84,217
2024_q1,,Lacrimal Duct Probing,,Zone 4,QE2,2024,1,,,48,119
2024_q4,,Tear Duct Surgery,,Total,Provincial,2024,4,24,515,,
2025_q1,,Hernia Repair - Inguinal/Femoral,,Zone 1,Yarmouth Regional,2025,1,68,98,64,119
2025_q1,,Whipple Procedures,,Total,Provincial,2025,1,16,51,30,37
12month_rolling,,Hernia Repair - Umbilical,,Zone 1,Yarmouth Regional,2025,1,41,117,57,125
2023_q1,,Male Circumcision  (Adult),,Total,Provincial,2023,1,91,309,132,445
12month_rolling,,Bowel Resection - Open,,Total,Provincial,2025,1,25,150,33,96
2024_q4,,Knee Scope,,Zone 1,South Shore Regional,2024,4,,,150,185
12month_rolling,Urology,Prostate Surgery,"Lehmann, Kyle",,,,,168,168,84,324
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Lapierre, Stephanie",,,,,279,603,40,176
2024_q2,,Hip Replacement Revision,,Total,Provincial,2024,2,33,113,78,264
2024_q2,,Back Surgery  (Pediatric),,IWK,IWK,2024,2,,,422,437
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Mawdsley, Scott D",,,,,59,102,101,157
12month_rolling,,Hernia Repair - Ventral,,Zone 1,South Shore Regional,2025,1,,,73,109
2024_q1,,Kidney Stone Surgery,,Zone 4,Dartmouth General,2024,1,22,219,,
2024_q4,,Orthopaedic Trauma,,Total,Provincial,2024,4,24,78,19,151
2024_q1,,Sacral Nerve Stimulation,,Zone 4,QE2,2024,1,,,133,162
3month_rolling,,Functional Endoscopic Sinus Surgery (FESS),,Zone 3,St. Martha's Regional,2025,1,,,102,117
2023_q1,,Hernia Repair - Laparoscopic Inguinal Femoral,,Zone 4,Dartmouth General,2023,1,457,504,139,242
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Mawdsley, Scott D",,,,,41,114,61,113
2023_q4,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Zone 3,St. Martha's Regional,2023,4,,,76,106
2024_q1,,Prostatectomy,,Total,Provincial,2024,1,26,54,97,240
2023_q2,,Breast Reduction Surgery,,Zone 3,St. Martha's Regional,2023,2,28,51,,
12month_rolling,General Surgery,Bowel Resection,"Drohan, Ashley",,,,,15,156,28,46
12month_rolling,,Gastrointestinal Tract Surgery,,Zone 2,Cumberland Regional,2025,1,19,54,29,69
2024_q3,,Endometrial Ablation,,Total,Provincial,2024,3,189,587,65,269
2024_q1,,Breast Reduction Surgery,,Zone 4,QE2,2024,1,"1,259","2,086",49,114
2024_q1,,Bowel Resection - Laparoscopic,,Zone 4,Dartmouth General,2024,1,9,23,26,48
2024_q1,,Hernia Repair - Inguinal/Femoral,,Total,Provincial,2024,1,48,311,70,243
2023_q3,,Dental Extractions and Restorations  (Pediatric),,Zone 3,St. Martha's Regional,2023,3,190,323,104,284
2023_q3,,Prostatectomy,,Total,Provincial,2023,3,22,65,123,217
12month_rolling,Cardiac Surgery,Pacemaker Insertion,"Horne, David",,,,,,,6,34
2024_q3,,Gallbladder Surgery,,Zone 4,Hants Community Hospital,2024,3,36,45,36,59
2024_q1,,Hernia Repair  (Adult),,Total,Provincial,2024,1,51,350,79,281
12month_rolling,,Cystoscopy,,Zone 4,QE2,2025,1,43,149,62,189
2023_q1,,Back Surgery  (Adult),,Total,Provincial,2023,1,106,666,100,323
3month_rolling,,Cataract Surgery,,Zone 2,Cumberland Regional,2025,1,247,282,112,133
2023_q4,,Knee Scope,,Zone 4,Dartmouth General,2023,4,75,290,83,426
12month_rolling,,Male Reproductive System Surgery,,Zone 4,QE2,2025,1,100,260,124,370
12month_rolling,Ophthalmology,Cataract Surgery,"Cheevers, Paul",,,,,305,455,57,122
12month_rolling,Otolaryngology (ENT),Septoplasty,"Taylor, Benjamin A",,,,,217,626,123,334
3month_rolling,,Carotid Endarterectomy,,Total,Provincial,2025,1,7,29,10,26
2023_q3,,Male Reproductive System Surgery,,Zone 3,Cape Breton Regional,2023,3,61,272,79,457
2024_q4,,Surgery for Hearing or Balance Problems of the Ear,,Zone 1,Valley Regional,2024,4,167,568,195,287
2024_q1,,Gallbladder Surgery,,Zone 3,Glace Bay,2024,1,102,412,,
2023_q4,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Zone 3,Cape Breton Regional,2023,4,54,133,,
2024_q3,,Septoplasty,,Zone 2,Cumberland Regional,2024,3,,,65,96
12month_rolling,Ophthalmology,All,"Mayer, Kristine L",,,,,121,179,52,88
12month_rolling,General Surgery,Gallbladder Surgery,"Yaffe, Paul",,,,,114,582,55,107
2024_q4,,Male Circumcision  (Adult),,Zone 4,Hants Community Hospital,2024,4,,,154,432
12month_rolling,Orthopaedic,Ankle - Arthroplasty,"Morash, Joel",,,,,334,661,64,103
2024_q2,,Hernia Repair - Umbilical,,Zone 1,South Shore Regional,2024,2,41,56,26,125
2023_q3,,Coronary Artery Bypass Graft,,Zone 4,QE2,2023,3,,,8,48
2023_q4,,Hernia Repair - Incisional,,Total,Provincial,2023,4,55,462,109,496
2025_q1,,Ear Tubes  (Pediatric),,Zone 3,St. Martha's Regional,2025,1,52,96,57,98
12month_rolling,Obstetrics/Gynaecology,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),"Joice, Shannon",,,,,319,509,143,201
12month_rolling,General Surgery,All,"Kavanagh, Rhys",,,,,57,246,44,204
12month_rolling,,Prostate Surgery,,Zone 4,Dartmouth General,2025,1,50,181,103,377
2023_q2,,Glaucoma (Eye Pressure Lowering Surgery),,Total,Provincial,2023,2,33,470,27,62
2023_q4,,Hysteroscopy,,Zone 3,St. Martha's Regional,2023,4,49,813,57,146
3month_rolling,,Hernia Repair - Incisional,,Zone 2,Colchester East Hants Health Centre,2025,1,,,209,371
2023_q1,,Septoplasty,,Zone 4,Dartmouth General,2023,1,103,279,323,476
12month_rolling,Orthopaedic,Hip Replacement,"Richardson, Christopher Glen",,,,,31,59,474,"1,160"
2024_q2,,Hernia Repair - Inguinal/Femoral,,Zone 4,QE2,2024,2,201,304,71,195
2023_q2,,Endarterectomy,,Zone 4,QE2,2023,2,,,30,149
2024_q4,,Prostate Cancer Surgery,,Total,Provincial,2024,4,23,78,100,179
2023_q1,,Functional Endoscopic Sinus Surgery (FESS),,Zone 4,Dartmouth General,2023,1,59,145,107,208
2023_q2,,Knee Scope,,Total,Provincial,2023,2,73,236,75,260
3month_rolling,,Dental Extractions and Restorations  (Pediatric),,Zone 3,St. Martha's Regional,2025,1,72,272,100,163
2023_q2,,Liver Surgery,,Zone 4,QE2,2023,2,14,21,24,80
2023_q3,,Shoulder Arthroplasty,,Zone 4,QE2,2023,3,105,293,302,566
2025_q1,,Nissen Fundoplication - Laparoscopic,,Total,Provincial,2025,1,98,314,86,337
12month_rolling,General Surgery,Hernia Repair - Umbilical,"Johnson, Kevin",,,,,38,77,17,43
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Rittenberg, David",,,,,141,302,201,261
2025_q1,,Hernia Repair  (Adult),,Zone 3,Cape Breton Regional,2025,1,255,727,148,602
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"McGibney, Kieron",,,,,64,98,105,175
2023_q4,,Knee Scope,,Total,Provincial,2023,4,75,235,86,351
2025_q1,,Bowel Resection - Open,,Zone 4,QE2,2025,1,24,114,36,292
2024_q1,,Hernia Repair - Incisional,,Zone 2,Colchester East Hants Health Centre,2024,1,,,97,316
12month_rolling,Orthopaedic,All,"Hurley, Richard",,,,,112,311,95,181
12month_rolling,General Surgery,Hernia Repair - Umbilical,"Sahi, Chakshu",,,,,80,305,120,151
12month_rolling,Plastic Surgery,Wound Management,"Wheelock, Margaret",,,,,,,2,4
12month_rolling,,Bowel Resection - Open,,Zone 2,Cumberland Regional,2025,1,26,63,21,37
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Rittenberg, David",,,,,68,520,96,149
2024_q2,,Hip Replacement,,Zone 1,Valley Regional,2024,2,386,492,282,638
12month_rolling,Ophthalmology,Cataract Surgery,"Celo, Erdit",,,,,30,63,42,93
2023_q2,,Prostate Cancer Surgery,,Total,Provincial,2023,2,27,56,114,178
12month_rolling,General Surgery,Hernia Repair - Incisional,"Joy, Edward",,,,,65,129,88,218
2024_q4,,Colorectal Cancer Surgery,,Total,Provincial,2024,4,21,100,31,53
2025_q1,,Colorectal Cancer Surgery,,Zone 3,Cape Breton Regional,2025,1,7,55,12,43
2024_q2,,Back Surgery  (Adult),,Zone 4,QE2,2024,2,87,323,88,221
12month_rolling,,Knee Replacement - Partial,,Zone 4,QE2,2025,1,199,362,58,104
2025_q1,,Lacrimal Duct Probing,,Zone 4,QE2,2025,1,,,115,475
2024_q4,,Bowel Resection,,Zone 1,Yarmouth Regional,2024,4,,,28,63
2025_q1,,Gallbladder Surgery,,Zone 2,Colchester East Hants Health Centre,2025,1,51,112,92,216
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Gala Lopez, Boris",,,,,90,150,89,156
2023_q1,,Gastric Surgery,,Total,Provincial,2023,1,17,45,32,91
12month_rolling,Neurosurgery,Brain Surgery  (Adult),"Walling, Simon",,,,,15,129,33,83
12month_rolling,Cardiac Surgery,Coronary Artery Bypass Graft,"Hirsch, Gregory M",,,,,,,43,104
12month_rolling,,Hysteroscopy,,Zone 2,Colchester East Hants Health Centre,2025,1,63,301,50,137
2024_q4,,Breast Cancer Surgery,,Zone 2,Colchester East Hants Health Centre,2024,4,11,48,30,54
12month_rolling,Oral Maxillofacial,Temperomandibular Joint Surgery (TMJ),"Brady, James",,,,,307,853,162,"1,249"
2024_q2,,Prostate Surgery,,Zone 4,Dartmouth General,2024,2,46,181,141,435
2023_q2,,Carpal Tunnel Surgery,,Zone 1,Valley Regional,2023,2,77,105,,
2023_q4,,Laryngology and Vocal Cord Surgery,,Total,Provincial,2023,4,28,95,28,177
12month_rolling,General Surgery,Bowel Resection - Laparoscopic,"Yaffe, Paul",,,,,26,117,42,63
2023_q2,,Bowel Resection,,Zone 1,Yarmouth Regional,2023,2,,,47,90
2023_q3,,Bladder Surgery,,Total,Provincial,2023,3,23,249,47,87
12month_rolling,Otolaryngology (ENT),Septoplasty,"Brodarec, Ivan",,,,,197,590,56,159
12month_rolling,Thoracic Surgery,Lung Surgery,"Mujoomdar, Aneil Arvind",,,,,21,56,28,51
2024_q4,,Carpal Tunnel Surgery,,Zone 2,Aberdeen Hospital,2024,4,95,197,43,204
2024_q2,,Knee Scope,,Zone 4,Hants Community Hospital,2024,2,74,115,64,197
2023_q4,,Hip Replacement,,Zone 4,Dartmouth General,2023,4,232,664,114,416
12month_rolling,General Surgery,All,"Wasilewski, Leszek J",,,,,947,"1,417",67,156
2023_q3,,Oculo Plastic Surgery,,Total,Provincial,2023,3,85,350,79,260
2023_q2,,Endarterectomy,,Total,Provincial,2023,2,,,30,149
12month_rolling,Orthopaedic,All,"Glennie, Raymond Andrew",,,,,127,595,94,186
2024_q4,,Gallbladder Surgery,,Zone 3,Cape Breton Regional,2024,4,77,476,92,385
2023_q1,,Bowel Resection,,Zone 3,Cape Breton Regional,2023,1,31,99,21,222
2023_q1,,Hernia Repair - Umbilical,,Total,Provincial,2023,1,90,392,79,351
2024_q2,,Hysterectomy  (Cancer Not Suspected),,IWK,IWK,2024,2,134,560,230,412
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"McCarthy, Leanne",,,,,128,144,379,560
2023_q1,,Knee Scope,,Zone 3,Cape Breton Regional,2023,1,31,38,,
2024_q4,,Back Surgery  (Pediatric),,Total,Provincial,2024,4,,,195,517
2025_q1,,Foot - Arthrodesis,,Total,Provincial,2025,1,324,609,58,158
12month_rolling,Urology,Prostate Surgery,"McGregor, Thomas",,,,,73,91,72,107
12month_rolling,Urology,Kidney Removal,"Rendon, Ricardo",,,,,9,24,81,182
12month_rolling,General Surgery,Gallbladder Surgery,"Gala Lopez, Boris",,,,,36,113,66,149
12month_rolling,General Surgery,Whipple Procedures,"Walsh, Mark J",,,,,17,23,22,42
2023_q4,,Hernia Repair - Inguinal/Femoral,,Zone 1,South Shore Regional,2023,4,30,154,71,136
12month_rolling,General Surgery,Gallbladder Surgery,"Roach, Eileen",,,,,120,419,74,195
2024_q2,,Nerve Surgery,,Total,Provincial,2024,2,76,441,59,186
2024_q2,,Brain Surgery  (Pediatric),,IWK,IWK,2024,2,,,63,142
2024_q1,,Head and Neck Surgery,,Zone 4,Dartmouth General,2024,1,16,99,246,"1,181"
2024_q2,,Gastrointestinal Tract Surgery,,Zone 1,Valley Regional,2024,2,60,272,41,79
12month_rolling,General Surgery,Male Circumcision  (Adult),"Wasserman, Lukas",,,,,35,125,128,244
2023_q4,,Peritoneal Lavage or Catherization,,Zone 4,QE2,2023,4,,,6,9
12month_rolling,General Surgery,Hernia Repair - Incisional,"Hoogerboord, C Marius",,,,,263,501,151,338
2025_q1,,Dental Extractions and Restorations  (Pediatric),,Zone 3,Glace Bay,2025,1,,,114,264
2023_q4,,Nerve Surgery,,Total,Provincial,2023,4,64,254,36,109
2023_q4,,Shoulder Arthroscopy,,Total,Provincial,2023,4,84,322,120,347
12month_rolling,General Surgery,Hernia Repair  (Adult),"McWilliams, Colin",,,,,52,104,51,99
12month_rolling,General Surgery,Hernia Repair  (Adult),"Spence, Richard",,,,,185,292,183,420
2024_q2,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Zone 4,Dartmouth General,2024,2,118,351,68,155
12month_rolling,General Surgery,Hernia Repair - Incisional,"Jad, Ahmed",,,,,30,203,182,371
12month_rolling,Plastic Surgery,Oculo Plastic Surgery,"Boehm, Kaitlin",,,,,218,477,98,363
12month_rolling,General Surgery,Gallbladder Surgery,"Butler, Clay K",,,,,19,32,169,862
12month_rolling,,Shoulder Arthroplasty,,Zone 4,Dartmouth General,2025,1,252,812,301,536
3month_rolling,,Breast Reduction Surgery,,Zone 4,QE2,2025,1,576,"1,762",81,372
2023_q4,,Chest Scopes  (Adult),,Zone 4,QE2,2023,4,,,7,14
2024_q3,,Vascular Bypass Surgery,,Total,Provincial,2024,3,,,15,80
3month_rolling,,Septoplasty,,Zone 3,Glace Bay,2025,1,,,325,427
12month_rolling,Orthopaedic,Hip Replacement Revision,"Biddulph, Michael Paul",,,,,,,46,51
12month_rolling,Orthopaedic,Hip Arthroscopy,"Wong, Ivan",,,,,137,515,361,827
12month_rolling,Urology,Male Reproductive System Surgery,"Mason, Ross",,,,,83,165,85,201
2023_q4,,Gastrointestinal Tract Surgery,,Zone 2,Aberdeen Hospital,2023,4,,,29,71
2024_q3,,Knee Scope,,Zone 1,South Shore Regional,2024,3,,,98,298
2024_q1,,Dental Extractions and Restorations  (Pediatric),,Total,Provincial,2024,1,49,245,127,545
12month_rolling,Otolaryngology (ENT),Ear Tubes  (Pediatric),"Piccott, Devin",,,,,78,213,84,180
12month_rolling,General Surgery,Hernia Repair  (Adult),"Johnson, Kevin",,,,,47,83,27,85
12month_rolling,General Surgery,Bowel Resection - Open,"Knapp, Gregory",,,,,15,33,29,44
2023_q4,,Shoulder Surgery,,Total,Provincial,2023,4,98,449,236,644
2024_q2,,Functional Endoscopic Sinus Surgery (FESS),,Zone 3,Cape Breton Regional,2024,2,36,52,,
2023_q3,,Hernia Repair - Umbilical,,Zone 2,Colchester East Hants Health Centre,2023,3,27,64,47,227
2024_q3,,Shoulder Arthroplasty,,Zone 4,QE2,2024,3,97,596,254,657
2023_q4,,Dental Extractions and Restorations  (Pediatric),,Zone 3,Inverness Consolidated Memorial,2023,4,80,231,72,237
12month_rolling,Ophthalmology,Cataract Surgery,"Utman, Saqib",,,,,7,29,26,55
2023_q1,,Vascular Bypass Surgery,,Total,Provincial,2023,1,,,66,314
2023_q3,,Dental Extractions and Restorations  (Adult),,Zone 4,QE2,2023,3,82,253,202,400
2023_q4,,Tear Duct Surgery,,Total,Provincial,2023,4,301,349,,
12month_rolling,General Surgery,Hernia Repair  (Adult),"Sahi, Chakshu",,,,,52,235,109,161
2024_q1,,Whipple Procedures,,Total,Provincial,2024,1,10,21,21,26
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Clark, F Donald",,,,,68,119,31,62
2024_q2,,Cataract Surgery,,Zone 3,St. Martha's Regional,2024,2,96,366,78,184
12month_rolling,Orthopaedic,Knee Scope with ACL Repair,"Coady, Catherine M",,,,,63,157,115,257
2024_q2,,Endometrial Ablation,,Total,Provincial,2024,2,109,328,78,181
2024_q4,,Melanoma Excision,,Total,Provincial,2024,4,16,258,22,28
12month_rolling,General Surgery,Hernia Repair - Laparoscopic Inguinal Femoral,"Sahi, Chakshu",,,,,44,132,102,161
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Bal, Navpreet",,,,,84,153,45,142
12month_rolling,Orthopaedic,Carpal Tunnel Surgery,"Dodd, Faith",,,,,91,161,63,328
2023_q2,,Back Surgery  (Pediatric),,IWK,IWK,2023,2,,,482,715
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"MacQuarrie, Robyn M",,,,,417,705,42,52
12month_rolling,Otolaryngology (ENT),All,"Johnson, Liane",,,,,243,425,116,359
2024_q2,,Dental Extractions and Restorations  (Adult),,Zone 4,Dartmouth General,2024,2,,,83,106
2024_q1,,Liver Surgery,,Total,Provincial,2024,1,15,53,16,74
2023_q4,,Orthopaedic Trauma,,Total,Provincial,2023,4,77,358,43,175
2023_q3,,Video-Assisted Thoracic Surgery,,Total,Provincial,2023,3,27,56,43,108
12month_rolling,General Surgery,Hernia Repair - Laparoscopic Umbilical,"Hoogerboord, C Marius",,,,,570,619,107,188
2023_q1,,Sacral Nerve Stimulation,,Zone 4,QE2,2023,1,,,169,217
2025_q1,,Lung Surgery,,Total,Provincial,2025,1,26,81,29,60
2023_q2,,Septoplasty,,Zone 2,Cumberland Regional,2023,2,,,30,397
2024_q4,,Hysteroscopy,,IWK,IWK,2024,4,54,325,62,191
2024_q1,,Gastric Surgery,,Total,Provincial,2024,1,18,28,53,117
3month_rolling,,Colorectal Cancer Surgery,,Total,Provincial,2025,1,20,85,31,71
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Neumann, Katerina",,,,,70,576,68,369
2024_q1,,Hernia Repair  (Adult),,Zone 4,Dartmouth General,2024,1,124,446,118,283
2023_q3,,Liver Surgery,,Total,Provincial,2023,3,12,42,42,71
2024_q4,,Hysterectomy  (Cancer Not Suspected),,Zone 3,Cape Breton Regional,2024,4,147,176,153,626
2025_q1,,Osteotomy,,Total,Provincial,2025,1,193,686,123,192
2023_q1,,Breast Reduction Surgery,,Zone 4,QE2,2023,1,"1,001","1,230",93,229
12month_rolling,General Surgery,All,"Minor, Samuel",,,,,224,709,90,266
12month_rolling,Otolaryngology (ENT),Tonsillectomy and/or Adenoidectomy  (Adult),"Williams, Blair",,,,,390,445,301,397
2024_q2,,Female Incontinence Surgery,,Total,Provincial,2024,2,102,334,127,273
2024_q3,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Zone 1,Valley Regional,2024,3,295,766,147,291
